order_id,customer_id,order_date,city,payment_method,order_status,discount,shipping_cost
10996,4185,2023-11-09,Ahmedabad,UPI,Delivered,0,79
10997,4428,2023-06-12,Bengaluru,Net Banking,Delivered,20,0
10998,2776,2023-11-09,Lucknow,COD,Delivered,10,0
10999,3767,2024-09-27,Indore,Card,Delivered,20,99
11000,4020,2023-12-16,Hyderabad,Card,Delivered,0,0
11001,4448,2025-08-04,Jaipur,COD,Delivered,0,0
11002,4551,2024-11-12,Hyderabad,UPI,Delivered,5,0
11003,1077,2025-05-19,Ahmedabad,Net Banking,Delivered,0,0
11004,2329,2025-04-04,Bengaluru,Net Banking,Delivered,10,99
11005,1885,2025-03-21,Mumbai,COD,Delivered,0,49
11006,297,2023-04-20,Indore,Net Banking,Delivered,15,99
11007,99,2023-03-07,Mumbai,UPI,Delivered,5,99
11008,4648,2025-04-01,Indore,Net Banking,Delivered,0,79
11009,3921,2023-04-14,Ahmedabad,UPI,Delivered,20,0
11010,2395,2023-01-15,Mumbai,UPI,Delivered,5,49
11011,1471,2024-01-03,Mumbai,Net Banking,Delivered,15,0
11012,1576,2024-04-13,Chandigarh,Net Banking,Delivered,5,0
11013,404,2024-07-27,Hyderabad,Card,Delivered,15,49
11014,4010,2024-03-03,Ahmedabad,Net Banking,Delivered,0,0
11015,3217,2023-01-04,Mumbai,Card,Delivered,5,79
11016,3879,2023-11-08,Lucknow,Net Banking,Delivered,20,79
11017,1331,2024-04-09,Indore,Net Banking,Delivered,0,49
11018,3533,2024-09-28,Lucknow,Card,Delivered,15,49
11019,1645,2025-07-01,Ahmedabad,Net Banking,Delivered,5,49
11020,3238,2024-06-10,Lucknow,Card,Delivered,5,49
11021,2671,2024-03-01,Chandigarh,COD,Delivered,5,99
11022,765,2023-10-13,Ahmedabad,COD,Delivered,0,99
11023,3489,2025-09-04,Mumbai,Net Banking,Delivered,0,79
11024,286,2023-03-03,Chandigarh,Net Banking,Delivered,10,99
11025,2427,2024-09-14,Bengaluru,Card,Delivered,5,99
11026,3863,2025-11-25,Ahmedabad,Card,Delivered,0,99
11027,3495,2023-06-04,Hyderabad,Card,Delivered,20,49
11028,449,2024-10-28,Indore,COD,Delivered,15,49
11029,1611,2025-11-24,Pune,COD,Delivered,15,99
11030,855,2023-07-06,Bengaluru,COD,Delivered,5,99
11031,1750,2023-10-23,Hyderabad,Card,Delivered,10,99
11032,2695,2024-12-07,Bengaluru,Card,Delivered,20,49
11033,3350,2024-11-09,Delhi,Net Banking,Delivered,10,99
11034,4063,2023-01-23,Hyderabad,Card,Delivered,0,99
11035,1902,2025-11-03,Pune,UPI,Delivered,20,79
11036,3506,2023-07-26,Hyderabad,Net Banking,Delivered,20,99
11037,4526,2023-06-07,Pune,COD,Delivered,15,0
11038,935,2023-08-26,Chandigarh,Net Banking,Delivered,10,0
11039,3523,2024-05-19,Ahmedabad,UPI,Delivered,10,79
11040,2355,2023-03-31,Jaipur,Card,Delivered,5,99
11041,4840,2024-11-26,Delhi,UPI,Delivered,20,49
11042,1409,2024-08-20,Chandigarh,UPI,Delivered,10,0
11043,1304,2024-12-03,Bengaluru,UPI,Delivered,0,99
11044,3750,2025-10-25,Chandigarh,COD,Delivered,0,79
11045,327,2023-06-08,Bengaluru,Card,Delivered,0,99
11046,126,2024-02-24,Indore,UPI,Delivered,10,99
11047,3801,2025-02-21,Hyderabad,UPI,Delivered,10,0
11048,1180,2025-10-23,Chandigarh,COD,Delivered,15,0
11049,2221,2024-09-04,Chandigarh,UPI,Delivered,0,49
11050,1540,2024-11-15,Chandigarh,Net Banking,Delivered,5,49
11051,4959,2025-01-07,Jaipur,Net Banking,Delivered,20,0
11052,308,2023-10-16,Ahmedabad,COD,Delivered,15,99
11053,1316,2024-07-18,Delhi,COD,Delivered,15,79
11054,1915,2025-06-15,Pune,Net Banking,Delivered,15,49
11055,3052,2025-12-19,Bengaluru,Card,Delivered,10,0
11056,4542,2023-10-15,Indore,UPI,Delivered,0,49
11057,4745,2024-09-19,Jaipur,COD,Delivered,10,49
11058,4552,2023-02-27,Ahmedabad,Net Banking,Delivered,5,0
11059,3658,2023-07-04,Mumbai,Net Banking,Delivered,5,0
11060,826,2023-03-30,Mumbai,COD,Delivered,15,49
11061,1148,2024-11-20,Hyderabad,UPI,Delivered,20,99
11062,4679,2024-05-04,Ahmedabad,UPI,Delivered,5,49
11063,3483,2025-07-20,Pune,Net Banking,Delivered,0,49
11064,3354,2025-11-12,Jaipur,COD,Delivered,15,49
11065,357,2023-11-11,Ahmedabad,COD,Delivered,15,99
11066,3802,2024-07-02,Indore,Card,Delivered,0,79
11067,2112,2025-12-31,Indore,Net Banking,Delivered,5,0
11068,3343,2025-12-26,Mumbai,Net Banking,Delivered,5,0
11069,4701,2023-01-25,Ahmedabad,UPI,Delivered,15,79
11070,2731,2024-12-18,Hyderabad,Card,Delivered,20,79
11071,1485,2024-12-15,Lucknow,Net Banking,Delivered,15,99
11072,3497,2025-06-14,Jaipur,Card,Delivered,0,0
11073,2064,2023-09-20,Mumbai,COD,Delivered,0,0
11074,2250,2023-12-16,Ahmedabad,Card,Delivered,10,99
11075,3319,2023-10-28,Delhi,COD,Delivered,5,79
11076,2578,2024-09-27,Hyderabad,UPI,Delivered,20,79
11077,625,2025-06-12,Pune,Net Banking,Delivered,20,49
11078,3280,2025-12-28,Indore,UPI,Delivered,10,0
11079,445,2025-07-23,Bengaluru,Net Banking,Delivered,15,49
11080,2795,2025-05-02,Bengaluru,COD,Delivered,20,99
11081,242,2025-04-30,Jaipur,UPI,Delivered,0,99
11082,3999,2025-08-15,Mumbai,UPI,Delivered,10,0
11083,2778,2023-12-08,Bengaluru,Net Banking,Delivered,10,49
11084,3623,2025-05-01,Bengaluru,UPI,Delivered,15,0
11085,426,2025-10-07,Lucknow,COD,Delivered,15,79
11086,1644,2024-10-17,Indore,COD,Delivered,20,79
11087,2413,2024-11-29,Chandigarh,UPI,Delivered,5,49
11088,773,2024-07-17,Jaipur,COD,Delivered,10,0
11089,424,2023-05-06,Lucknow,Net Banking,Delivered,15,79
11090,248,2023-03-23,Hyderabad,COD,Delivered,5,79
11091,1592,2025-01-20,Pune,UPI,Delivered,15,99
11092,2204,2024-09-13,Chandigarh,Net Banking,Delivered,15,49
11093,4604,2025-11-21,Chandigarh,COD,Delivered,15,99
11094,2580,2025-06-06,Delhi,Card,Delivered,20,79
11095,4393,2023-01-08,Pune,Card,Delivered,0,0
11096,1478,2025-05-26,Hyderabad,COD,Delivered,15,49
11097,2409,2023-06-24,Delhi,Card,Delivered,15,0
11098,4716,2024-11-21,Hyderabad,Card,Delivered,20,49
11099,158,2025-09-26,Chandigarh,UPI,Delivered,20,79
11100,1191,2025-04-04,Pune,Net Banking,Delivered,0,49
11101,2405,2025-04-30,Ahmedabad,Card,Delivered,20,49
11102,4881,2024-04-09,Mumbai,Card,Delivered,0,79
11103,1530,2024-01-28,Bengaluru,Card,Delivered,10,0
11104,714,2023-08-01,Hyderabad,COD,Delivered,20,79
11105,2206,2023-05-20,Lucknow,Net Banking,Delivered,10,0
11106,1292,2025-09-08,Ahmedabad,UPI,Delivered,10,49
11107,3022,2023-11-28,Chandigarh,Net Banking,Delivered,0,0
11108,2045,2025-05-04,Bengaluru,COD,Delivered,10,99
11109,3579,2024-08-03,Bengaluru,COD,Delivered,0,49
11110,1320,2024-03-20,Hyderabad,UPI,Delivered,0,99
11111,4627,2025-07-05,Chandigarh,UPI,Delivered,10,99
11112,790,2025-03-28,Mumbai,Card,Delivered,10,99
11113,2493,2025-03-13,Hyderabad,COD,Delivered,0,0
11114,44,2025-10-08,Hyderabad,COD,Delivered,0,49
11115,4037,2023-05-08,Lucknow,UPI,Delivered,10,99
11116,891,2025-07-05,Bengaluru,COD,Delivered,5,79
11117,1050,2023-09-06,Bengaluru,Net Banking,Delivered,10,99
11118,1811,2024-07-15,Mumbai,Card,Delivered,15,0
11119,1822,2023-07-07,Bengaluru,Card,Delivered,5,0
11120,3179,2024-12-18,Mumbai,UPI,Delivered,10,79
11121,429,2025-09-03,Ahmedabad,Card,Delivered,5,0
11122,3912,2024-06-02,Pune,UPI,Delivered,15,49
11123,4305,2024-06-01,Delhi,UPI,Delivered,10,99
11124,668,2025-04-28,Pune,Net Banking,Delivered,15,0
11125,3543,2023-11-03,Delhi,Card,Delivered,0,99
11126,3350,2025-02-18,Delhi,UPI,Delivered,10,99
11127,2431,2025-06-10,Lucknow,UPI,Delivered,15,0
11128,3899,2023-01-01,Chandigarh,UPI,Delivered,0,0
11129,4386,2023-03-22,Lucknow,UPI,Delivered,5,79
11130,2012,2025-09-11,Pune,UPI,Delivered,10,0
11131,2779,2023-06-14,Pune,UPI,Delivered,20,49
11132,4441,2024-12-08,Ahmedabad,Net Banking,Delivered,10,0
11133,4060,2024-11-01,Lucknow,UPI,Delivered,20,79
11134,1220,2024-12-15,Mumbai,COD,Delivered,10,99
11135,422,2024-07-01,Lucknow,COD,Delivered,0,79
11136,4916,2025-01-24,Hyderabad,Card,Delivered,20,0
11137,4285,2023-05-02,Indore,Card,Delivered,15,49
11138,4593,2024-05-02,Mumbai,Net Banking,Delivered,20,49
11139,2291,2025-11-28,Jaipur,COD,Delivered,15,49
11140,2413,2023-08-31,Chandigarh,Card,Delivered,10,0
11141,4960,2025-10-17,Indore,UPI,Delivered,5,0
11142,4716,2023-12-03,Hyderabad,COD,Delivered,15,99
11143,1570,2024-05-05,Indore,COD,Delivered,20,0
11144,1078,2024-08-15,Pune,UPI,Delivered,5,79
11145,619,2025-03-26,Ahmedabad,Net Banking,Delivered,5,99
11146,3335,2024-01-01,Delhi,COD,Delivered,5,0
11147,4648,2023-06-15,Indore,COD,Delivered,0,79
11148,741,2023-09-22,Indore,UPI,Delivered,10,79
11149,4651,2023-09-28,Chandigarh,Card,Delivered,15,79
11150,578,2024-07-09,Hyderabad,Net Banking,Delivered,10,0
11151,914,2023-05-31,Ahmedabad,Card,Delivered,15,0
11152,3533,2025-11-19,Lucknow,UPI,Delivered,20,99
11153,177,2023-08-17,Jaipur,Card,Delivered,10,99
11154,3692,2023-08-25,Bengaluru,UPI,Delivered,5,99
11155,4650,2025-08-14,Pune,Net Banking,Delivered,15,99
11156,2333,2025-04-22,Chandigarh,Card,Delivered,20,79
11157,2497,2024-08-28,Indore,UPI,Delivered,10,0
11158,3985,2025-04-01,Lucknow,Net Banking,Delivered,15,79
11159,186,2023-11-28,Pune,COD,Delivered,10,99
11160,2935,2024-12-28,Mumbai,COD,Delivered,0,49
11161,4500,2025-11-02,Jaipur,Card,Delivered,20,49
11162,4911,2024-06-17,Hyderabad,Card,Delivered,15,49
11163,4471,2024-06-10,Hyderabad,COD,Delivered,20,0
11164,1141,2025-04-04,Lucknow,Net Banking,Delivered,5,0
11165,3045,2023-05-10,Lucknow,UPI,Delivered,20,79
11166,2442,2023-11-14,Delhi,Net Banking,Delivered,0,49
11167,2074,2023-04-19,Indore,Net Banking,Delivered,20,0
11168,795,2024-01-20,Pune,Card,Delivered,5,79
11169,3826,2024-10-19,Chandigarh,Card,Delivered,20,79
11170,235,2024-08-04,Chandigarh,Card,Delivered,10,99
11171,3174,2023-12-12,Ahmedabad,COD,Delivered,15,0
11172,4921,2025-10-05,Lucknow,Net Banking,Delivered,0,99
11173,2794,2024-10-26,Lucknow,Card,Delivered,0,49
11174,49,2025-08-08,Bengaluru,COD,Delivered,0,49
11175,2482,2024-07-27,Mumbai,Card,Delivered,20,79
11176,3738,2024-08-30,Lucknow,Card,Delivered,20,99
11177,4198,2023-07-07,Pune,Net Banking,Delivered,5,79
11178,98,2024-08-01,Pune,Card,Delivered,20,49
11179,2165,2025-09-05,Mumbai,Net Banking,Delivered,15,79
11180,3267,2024-09-17,Delhi,COD,Delivered,15,79
11181,301,2025-11-11,Ahmedabad,Net Banking,Delivered,15,49
11182,2098,2025-12-24,Jaipur,COD,Delivered,5,0
11183,1294,2024-09-09,Lucknow,Card,Delivered,15,49
11184,4628,2024-03-09,Lucknow,COD,Delivered,10,79
11185,2751,2025-01-03,Pune,Net Banking,Delivered,10,49
11186,3678,2025-03-18,Ahmedabad,COD,Delivered,15,79
11187,2735,2023-01-26,Delhi,COD,Delivered,15,49
11188,3823,2025-06-27,Ahmedabad,Net Banking,Delivered,10,49
11189,4075,2023-03-22,Pune,UPI,Delivered,0,49
11190,2651,2023-03-10,Lucknow,UPI,Delivered,10,49
11191,4881,2023-06-20,Mumbai,Net Banking,Delivered,15,49
11192,123,2023-01-14,Delhi,UPI,Delivered,20,99
11193,4264,2025-04-18,Ahmedabad,Net Banking,Delivered,0,99
11194,2061,2024-04-04,Chandigarh,UPI,Delivered,20,49
11195,790,2024-11-26,Mumbai,Net Banking,Delivered,20,49
11196,2847,2025-06-21,Chandigarh,UPI,Delivered,20,0
11197,3370,2023-03-03,Delhi,Card,Delivered,15,79
11198,513,2023-12-09,Jaipur,COD,Delivered,5,99
11199,1460,2025-06-13,Chandigarh,Net Banking,Delivered,5,99
11200,2606,2023-09-22,Jaipur,Net Banking,Delivered,15,79
11201,4766,2023-09-21,Pune,COD,Delivered,15,49
11202,282,2024-02-27,Mumbai,Card,Delivered,0,49
11203,2840,2023-07-30,Jaipur,UPI,Delivered,15,79
11204,4562,2023-06-07,Lucknow,Card,Delivered,15,49
11205,3284,2025-09-20,Jaipur,COD,Delivered,15,0
11206,332,2024-06-15,Pune,UPI,Delivered,5,49
11207,2553,2023-04-26,Hyderabad,UPI,Delivered,15,49
11208,849,2025-06-24,Hyderabad,Card,Delivered,10,99
11209,886,2025-09-10,Mumbai,Net Banking,Delivered,0,79
11210,1361,2025-07-08,Mumbai,Net Banking,Delivered,15,49
11211,1269,2025-08-05,Jaipur,Card,Delivered,5,49
11212,4758,2023-02-28,Indore,Card,Delivered,20,79
11213,3500,2025-01-05,Bengaluru,COD,Delivered,15,99
11214,3337,2024-02-19,Ahmedabad,Card,Delivered,10,99
11215,1776,2023-07-01,Indore,COD,Delivered,5,49
11216,1015,2023-01-22,Indore,UPI,Delivered,20,99
11217,3004,2024-07-18,Indore,COD,Delivered,10,0
11218,742,2024-04-08,Ahmedabad,Card,Delivered,10,79
11219,867,2024-10-08,Lucknow,Net Banking,Delivered,20,99
11220,468,2024-01-30,Lucknow,Net Banking,Delivered,20,0
11221,1970,2023-11-17,Mumbai,COD,Delivered,15,99
11222,3876,2025-04-19,Indore,COD,Delivered,10,0
11223,3408,2024-03-06,Ahmedabad,COD,Delivered,0,49
11224,669,2023-03-02,Pune,Card,Delivered,15,49
11225,2496,2024-06-30,Hyderabad,UPI,Delivered,0,49
11226,2619,2024-05-19,Pune,COD,Delivered,20,49
11227,498,2024-07-02,Lucknow,UPI,Delivered,5,79
11228,4982,2025-01-13,Mumbai,COD,Delivered,15,79
11229,2587,2024-06-01,Ahmedabad,UPI,Delivered,15,0
11230,515,2025-06-07,Mumbai,UPI,Delivered,5,99
11231,18,2024-11-01,Ahmedabad,UPI,Delivered,15,79
11232,4740,2024-08-12,Chandigarh,Card,Delivered,20,79
11233,2758,2025-02-27,Indore,Card,Delivered,10,79
11234,3628,2024-01-07,Hyderabad,Net Banking,Delivered,15,99
11235,4508,2024-11-09,Pune,COD,Delivered,0,99
11236,4255,2023-09-25,Mumbai,Card,Delivered,15,99
11237,4466,2025-09-06,Chandigarh,UPI,Delivered,0,79
11238,2406,2025-09-26,Indore,Card,Delivered,15,99
11239,337,2024-04-05,Indore,Card,Delivered,5,49
11240,1614,2025-11-11,Lucknow,COD,Delivered,5,79
11241,2732,2024-03-08,Hyderabad,UPI,Delivered,15,0
11242,2527,2023-11-11,Chandigarh,UPI,Delivered,0,99
11243,3319,2023-03-02,Delhi,Card,Delivered,20,99
11244,1057,2023-05-07,Chandigarh,Card,Delivered,0,0
11245,1165,2025-05-13,Chandigarh,UPI,Delivered,10,79
11246,577,2025-06-21,Jaipur,Net Banking,Delivered,20,49
11247,3725,2024-11-23,Delhi,Net Banking,Delivered,15,0
11248,4332,2025-09-02,Indore,Card,Delivered,0,0
11249,1198,2023-12-09,Ahmedabad,UPI,Delivered,20,99
11250,1693,2023-06-21,Indore,Card,Delivered,15,99
11251,994,2025-12-16,Jaipur,COD,Delivered,5,49
11252,4134,2023-08-15,Indore,Card,Delivered,5,0
11253,1303,2024-12-20,Bengaluru,Card,Delivered,20,79
11254,4181,2023-06-10,Hyderabad,Net Banking,Delivered,15,79
11255,1338,2025-03-28,Lucknow,Net Banking,Delivered,15,0
11256,331,2023-04-23,Lucknow,COD,Delivered,0,49
11257,4924,2025-10-19,Indore,COD,Delivered,0,0
11258,417,2023-09-24,Ahmedabad,Net Banking,Delivered,5,99
11259,3239,2024-10-12,Hyderabad,Net Banking,Delivered,20,99
11260,4567,2024-08-31,Bengaluru,COD,Delivered,5,0
11261,2,2024-01-07,Mumbai,Net Banking,Delivered,10,79
11262,2411,2025-11-07,Jaipur,Card,Delivered,10,79
11263,112,2025-05-21,Bengaluru,Net Banking,Delivered,0,99
11264,3213,2025-12-10,Lucknow,Card,Delivered,20,49
11265,650,2025-11-21,Chandigarh,Card,Delivered,0,0
11266,2637,2023-11-21,Chandigarh,Card,Delivered,20,49
11267,3610,2025-09-26,Pune,Card,Delivered,20,99
11268,2589,2024-10-07,Pune,Net Banking,Delivered,0,49
11269,2827,2024-05-14,Chandigarh,UPI,Delivered,20,79
11270,3887,2025-12-19,Chandigarh,Card,Delivered,20,99
11271,1557,2023-02-25,Indore,UPI,Delivered,15,79
11272,1931,2025-12-09,Delhi,Card,Delivered,15,99
11273,562,2025-12-17,Chandigarh,COD,Delivered,5,99
11274,1918,2024-02-17,Pune,Card,Delivered,5,0
11275,707,2025-03-04,Jaipur,Card,Delivered,15,0
11276,4199,2023-01-20,Delhi,UPI,Delivered,15,99
11277,253,2024-02-06,Ahmedabad,Net Banking,Delivered,20,49
11278,781,2025-06-07,Ahmedabad,Card,Delivered,20,0
11279,3757,2025-02-13,Ahmedabad,COD,Delivered,10,0
11280,1975,2023-01-17,Lucknow,Card,Delivered,15,0
11281,1860,2025-12-10,Hyderabad,Card,Delivered,0,49
11282,3359,2023-01-30,Delhi,UPI,Delivered,0,49
11283,455,2025-02-11,Delhi,Card,Delivered,15,49
11284,951,2023-08-03,Ahmedabad,COD,Delivered,5,49
11285,343,2025-02-04,Lucknow,Card,Delivered,10,49
11286,4276,2024-10-20,Delhi,Card,Delivered,15,99
11287,2569,2024-05-04,Ahmedabad,Net Banking,Delivered,20,0
11288,4282,2024-06-06,Pune,Card,Delivered,15,79
11289,4078,2024-02-26,Bengaluru,Net Banking,Delivered,0,49
11290,3526,2023-11-13,Mumbai,Net Banking,Delivered,20,79
11291,8,2023-09-12,Delhi,Net Banking,Delivered,10,79
11292,3740,2025-09-19,Delhi,Net Banking,Delivered,20,0
11293,4567,2023-01-22,Bengaluru,UPI,Delivered,5,0
11294,2429,2024-06-04,Hyderabad,Card,Delivered,0,99
11295,2902,2024-02-24,Indore,UPI,Delivered,0,0
11296,3345,2023-02-21,Hyderabad,Card,Delivered,10,99
11297,1564,2024-02-17,Hyderabad,UPI,Delivered,20,99
11298,644,2025-03-19,Delhi,Card,Delivered,0,79
11299,3719,2023-02-28,Bengaluru,Net Banking,Delivered,5,49
11300,4467,2023-09-05,Chandigarh,Card,Delivered,5,99
11301,1199,2025-06-14,Jaipur,UPI,Delivered,5,0
11302,3973,2025-04-14,Lucknow,UPI,Delivered,15,79
11303,2780,2025-06-05,Indore,Card,Delivered,15,0
11304,2673,2024-06-10,Jaipur,COD,Delivered,5,79
11305,4749,2023-05-26,Ahmedabad,COD,Delivered,20,79
11306,2812,2024-09-26,Indore,Card,Delivered,0,99
11307,346,2025-11-01,Indore,Net Banking,Delivered,20,79
11308,2275,2025-09-22,Hyderabad,Card,Delivered,15,99
11309,465,2025-10-31,Jaipur,UPI,Delivered,5,79
11310,3724,2024-07-21,Hyderabad,Net Banking,Delivered,15,79
11311,1358,2025-04-06,Chandigarh,Net Banking,Delivered,20,99
11312,3982,2023-08-22,Jaipur,UPI,Delivered,5,0
11313,3616,2023-06-05,Bengaluru,Card,Delivered,0,79
11314,4553,2025-04-26,Indore,Card,Delivered,5,99
11315,2766,2024-04-09,Mumbai,Card,Delivered,10,49
11316,4638,2025-02-26,Delhi,Net Banking,Delivered,20,99
11317,748,2023-01-26,Ahmedabad,UPI,Delivered,0,79
11318,1395,2024-01-22,Bengaluru,Net Banking,Delivered,0,79
11319,980,2025-07-08,Jaipur,Card,Delivered,0,79
11320,1035,2023-07-16,Mumbai,Net Banking,Delivered,15,0
11321,1661,2023-04-27,Bengaluru,Net Banking,Delivered,10,99
11322,3510,2023-09-21,Indore,UPI,Delivered,15,79
11323,585,2025-09-21,Bengaluru,COD,Delivered,10,99
11324,3098,2025-06-06,Hyderabad,Net Banking,Delivered,10,0
11325,2180,2023-01-06,Chandigarh,Net Banking,Delivered,15,49
11326,764,2023-08-07,Ahmedabad,Net Banking,Delivered,0,49
11327,575,2023-07-11,Ahmedabad,UPI,Delivered,5,49
11328,1142,2025-09-02,Chandigarh,COD,Delivered,15,49
11329,908,2024-10-01,Lucknow,COD,Delivered,0,49
11330,4794,2025-04-08,Pune,Card,Delivered,20,99
11331,3052,2025-08-05,Bengaluru,UPI,Delivered,5,49
11332,2309,2023-03-17,Indore,COD,Delivered,15,49
11333,892,2024-01-17,Lucknow,COD,Delivered,10,0
11334,2697,2025-05-11,Mumbai,COD,Delivered,10,99
11335,182,2024-11-01,Delhi,Net Banking,Delivered,5,79
11336,996,2025-06-14,Chandigarh,UPI,Delivered,20,79
11337,2904,2025-11-19,Lucknow,UPI,Delivered,0,99
11338,2853,2025-09-16,Lucknow,Card,Delivered,15,49
11339,4164,2025-06-30,Delhi,Card,Delivered,5,49
11340,4382,2023-11-16,Lucknow,Net Banking,Delivered,5,79
11341,2770,2024-01-11,Indore,COD,Delivered,10,0
11342,1993,2025-11-23,Chandigarh,COD,Delivered,5,0
11343,198,2025-12-22,Ahmedabad,UPI,Delivered,5,99
11344,4420,2025-01-18,Pune,UPI,Delivered,0,49
11345,4896,2023-04-10,Hyderabad,COD,Delivered,20,0
11346,3944,2024-04-01,Pune,Net Banking,Delivered,0,99
11347,4704,2024-06-14,Bengaluru,COD,Delivered,10,0
11348,4394,2024-04-27,Chandigarh,Card,Delivered,10,79
11349,1275,2025-02-01,Pune,UPI,Delivered,0,79
11350,117,2024-10-25,Ahmedabad,Net Banking,Delivered,10,99
11351,1595,2023-02-17,Indore,Card,Delivered,20,49
11352,325,2023-04-13,Hyderabad,COD,Delivered,20,0
11353,1801,2024-12-30,Lucknow,Card,Delivered,15,49
11354,3349,2024-01-09,Bengaluru,Net Banking,Delivered,15,0
11355,2719,2025-02-19,Indore,UPI,Delivered,20,0
11356,656,2023-10-02,Lucknow,COD,Delivered,10,0
11357,64,2024-02-02,Lucknow,Card,Delivered,15,0
11358,3027,2025-02-21,Bengaluru,Card,Delivered,5,79
11359,3699,2023-09-28,Hyderabad,Card,Delivered,5,79
11360,817,2024-06-05,Delhi,COD,Delivered,15,99
11361,3287,2023-11-17,Ahmedabad,COD,Delivered,15,0
11362,3726,2023-04-06,Chandigarh,Card,Delivered,20,79
11363,495,2025-02-21,Indore,Net Banking,Delivered,5,0
11364,859,2025-04-25,Mumbai,Card,Delivered,0,79
11365,4151,2024-12-10,Delhi,UPI,Delivered,10,79
11366,4276,2024-10-06,Delhi,COD,Delivered,15,99
11367,3946,2024-06-30,Mumbai,Net Banking,Delivered,20,0
11368,3464,2023-08-26,Pune,UPI,Delivered,0,0
11369,822,2023-12-19,Chandigarh,COD,Delivered,5,79
11370,627,2024-05-04,Chandigarh,Card,Delivered,20,99
11371,3745,2024-07-02,Lucknow,Net Banking,Delivered,20,0
11372,2143,2024-01-08,Hyderabad,COD,Delivered,15,99
11373,1179,2023-04-28,Mumbai,UPI,Delivered,5,99
11374,4995,2023-01-22,Pune,Net Banking,Delivered,10,0
11375,2215,2025-09-19,Chandigarh,Net Banking,Delivered,5,49
11376,144,2025-01-12,Ahmedabad,Net Banking,Delivered,15,49
11377,846,2025-12-21,Pune,COD,Delivered,10,99
11378,4935,2025-03-12,Ahmedabad,Card,Delivered,5,49
11379,4352,2023-04-28,Mumbai,Card,Delivered,15,0
11380,3567,2025-02-22,Indore,Card,Delivered,15,79
11381,3819,2025-01-02,Mumbai,Net Banking,Delivered,0,49
11382,2646,2024-09-17,Chandigarh,COD,Delivered,5,79
11383,1784,2025-08-25,Lucknow,UPI,Delivered,5,99
11384,4415,2025-10-20,Bengaluru,UPI,Delivered,5,49
11385,4568,2023-10-11,Chandigarh,Card,Delivered,15,99
11386,1478,2024-05-18,Hyderabad,Net Banking,Delivered,10,99
11387,854,2023-05-18,Lucknow,COD,Delivered,5,99
11388,2008,2024-11-15,Pune,Card,Delivered,0,99
11389,1359,2024-06-01,Bengaluru,Net Banking,Delivered,0,99
11390,1551,2025-10-31,Mumbai,COD,Delivered,5,49
11391,2944,2023-12-29,Bengaluru,Card,Delivered,0,49
11392,2377,2023-01-26,Indore,UPI,Delivered,20,99
11393,3164,2025-10-28,Delhi,Card,Delivered,20,79
11394,3633,2024-11-05,Delhi,Card,Delivered,15,49
11395,3336,2025-12-17,Ahmedabad,UPI,Delivered,10,49
11396,2690,2023-06-07,Ahmedabad,Net Banking,Delivered,20,99
11397,1171,2025-06-02,Bengaluru,Card,Delivered,10,0
11398,3044,2025-02-25,Hyderabad,UPI,Delivered,15,79
11399,168,2023-07-16,Hyderabad,Net Banking,Delivered,20,99
11400,1482,2024-09-26,Lucknow,Net Banking,Delivered,20,0
11401,1050,2025-06-03,Bengaluru,Net Banking,Delivered,5,0
11402,1566,2024-11-12,Delhi,Card,Delivered,5,99
11403,629,2024-07-23,Ahmedabad,Card,Delivered,5,79
11404,936,2024-12-15,Bengaluru,COD,Delivered,15,99
11405,1016,2023-01-04,Delhi,COD,Delivered,5,0
11406,3792,2024-10-13,Pune,COD,Delivered,15,99
11407,694,2025-12-27,Ahmedabad,Card,Delivered,20,79
11408,848,2025-10-08,Indore,UPI,Delivered,20,49
11409,4241,2023-10-24,Hyderabad,Net Banking,Delivered,20,0
11410,4834,2024-02-19,Lucknow,Card,Delivered,20,0
11411,947,2024-01-15,Delhi,Card,Delivered,20,79
11412,1303,2024-09-26,Bengaluru,COD,Delivered,0,49
11413,3454,2024-09-23,Ahmedabad,Net Banking,Delivered,5,79
11414,4306,2023-03-21,Indore,Card,Delivered,0,49
11415,3147,2025-09-20,Chandigarh,COD,Delivered,5,79
11416,4002,2025-08-20,Mumbai,Net Banking,Delivered,10,99
11417,4125,2023-12-23,Hyderabad,Net Banking,Delivered,20,79
11418,4970,2024-02-12,Hyderabad,Card,Delivered,15,99
11419,1431,2023-01-11,Mumbai,Card,Delivered,0,0
11420,1173,2024-05-30,Pune,UPI,Delivered,20,99
11421,629,2025-08-09,Ahmedabad,Card,Delivered,15,99
11422,2656,2025-10-21,Jaipur,COD,Delivered,0,0
11423,273,2024-04-16,Mumbai,Net Banking,Delivered,5,0
11424,3992,2025-07-12,Bengaluru,Net Banking,Delivered,5,49
11425,3057,2025-01-19,Pune,UPI,Delivered,5,79
11426,1584,2025-07-01,Lucknow,Net Banking,Delivered,20,49
11427,4102,2024-03-18,Lucknow,Card,Delivered,0,49
11428,1002,2025-11-27,Bengaluru,UPI,Delivered,5,49
11429,1055,2024-01-26,Mumbai,Net Banking,Delivered,5,79
11430,6,2025-11-22,Indore,Card,Delivered,0,79
11431,4382,2024-10-06,Lucknow,Card,Delivered,0,49
11432,4815,2025-01-18,Chandigarh,Net Banking,Delivered,20,49
11433,3699,2023-05-06,Hyderabad,COD,Delivered,0,79
